price,condition,grade,sqft_above,sqft_basement,sqft_living15
324000,3,8,1750,0,2050
645000,4,7,1130,940,1800
570000,3,8,1260,310,1000
324000,3,8,1920,0,1920
270000,3,6,1000,0,1100
290000,5,7,2120,0,1730
250000,3,7,1440,0,1390
342000,3,7,1660,0,1520
255000,4,7,1340,0,1340
800000,4,9,1450,930,2750
451000,3,7,1000,560,1430
990000,3,7,1390,1390,2860
288400,4,7,1220,640,1860
420000,3,8,1750,640,1690
359000,3,8,1080,290,1370
390000,3,7,1420,1150,2260
300000,3,7,1320,0,1320
545000,3,7,1500,1020,2030
288349,4,6,1250,0,1920
299900,3,7,1290,270,1660
891000,5,7,1720,610,2090
1.20E+06,4,9,1830,1830,2680
378000,3,8,2790,0,2820
299995,4,6,1060,0,1850
253000,3,7,1310,710,1710
350000,3,7,1580,0,1980
565000,3,6,2020,0,1290
315000,4,6,970,0,1490
570000,5,7,1490,0,1990
971000,3,9,3350,1040,2010
915000,5,9,1840,910,1460
419000,4,7,2150,0,2150
260000,3,7,1230,580,1870
1.32E+06,3,9,2230,0,2260
369950,3,7,2430,0,1660
1.03E+06,3,10,3680,0,3600
435000,3,6,1410,0,1360
601000,3,8,1330,0,2600
460500,3,7,1150,340,1730
720000,3,8,2020,0,1920
851000,3,10,3130,0,2840
550000,3,7,2670,0,2300
700000,3,7,1980,0,1810
323000,4,7,2100,0,1930
345500,5,6,1350,0,2080
378000,3,7,1190,950,2140
650000,5,8,2208,0,1760
385000,3,7,1010,0,1650
425000,3,7,970,0,1670
210000,5,6,1520,0,1390
630000,3,9,2740,0,2740
335000,3,7,1300,270,1590
196500,3,7,1320,0,1320
582800,3,8,1440,1110,2290
440000,3,7,1250,310,1540
752500,4,8,2360,0,2360
532500,4,7,1210,120,1500
265000,4,7,1070,0,1840
397500,4,6,810,700,2560
524250,3,8,1710,0,2120
765000,3,10,2790,0,3080
648000,3,9,2620,0,2590
469500,4,8,1670,1300,2100
237500,4,7,1050,0,1360
216000,4,7,1280,0,1420
427200,4,7,1030,0,1270
280000,4,8,1390,510,1730
718000,4,9,1740,1330,2550
420000,3,8,1760,0,1870
379000,3,7,930,0,1050
326100,3,6,880,0,1370
535000,3,7,1310,50,1365
283000,3,7,1560,570,2130
260000,3,6,1120,360,1460
399000,4,7,1500,0,980
484950,3,8,1670,0,1850
640000,4,8,2060,0,2260
585000,4,8,1660,500,1520
645000,3,8,1190,1590,2580
253000,3,7,1490,0,1590
178500,3,6,740,0,1170
291000,4,7,1860,0,1860
199950,3,5,1590,0,1310
553500,3,7,850,0,1300
189950,3,8,1030,0,1450
289000,3,8,1850,0,2250
700000,3,8,1830,0,1650
270000,3,7,1560,0,1610
258000,3,7,1230,500,1840
530000,3,8,1930,0,1930
245000,3,7,1422,0,1677
563000,4,7,1380,0,1350
515000,3,8,2430,0,2500
325000,3,9,2610,0,2610
540000,3,8,2000,0,2220
280300,4,6,490,430,1500
460000,5,7,1050,700,1640
475000,4,7,1180,840,2140
900000,4,9,2460,0,2830
538200,4,8,1780,0,1810
429000,3,7,1080,0,2230
164808,3,7,1250,0,1490
520000,3,7,1870,0,1970
475000,3,8,1230,470,1800
283000,5,6,1480,0,1530
321500,3,8,1930,0,1930
840000,4,10,3130,0,3330
287000,4,7,1370,0,1370
375000,3,7,960,0,1650
349500,4,7,1260,0,1330
446450,5,7,1480,0,1140
315000,4,7,1930,0,1930
271310,2,6,870,0,1190
315000,4,7,1300,0,1330
245000,4,7,1490,0,1880
543115,3,8,1030,350,1380
900000,3,7,1190,0,1190
2.45E+06,4,10,2870,1380,3640
554000,3,8,1920,0,1670
249900,5,6,2080,0,1690
768000,4,9,2690,530,3460
980000,3,10,2060,1620,3140
395000,3,7,1270,800,1950
415000,3,7,1480,0,1360
380000,3,8,2000,0,2430
566000,3,8,1560,0,2170
218500,4,7,1390,210,1502
550000,4,7,1140,800,2200
512031,3,7,770,770,1420
197500,3,6,820,0,1660
470000,3,7,1230,550,1780
590000,3,7,1560,0,2320
465000,4,8,1270,940,2030
499000,4,7,2040,0,1850
515000,3,8,1920,0,2260
716500,3,9,1230,700,2300
410000,3,6,890,810,1440
850000,3,8,2450,1000,1750
1.05E+06,3,10,3440,0,3440
648000,3,10,2380,0,2730
620000,4,7,1460,940,1250
935000,3,11,5670,0,4100
379000,4,7,1140,0,1140
699000,3,7,1270,400,1460
528000,3,8,1280,630,1860
425000,4,8,1560,0,2200
249500,4,7,1500,0,1220
1.04E+06,3,9,4475,0,3720
790000,4,9,1640,1200,2790
399950,3,7,1020,0,1750
275000,3,7,1410,0,1910
550000,3,8,1520,0,1880
140000,4,4,730,0,1790
250000,3,7,990,200,1760
318000,3,7,1410,0,2050
505000,3,7,1240,0,3050
470500,3,8,1300,1200,2090
360000,3,7,1050,0,1380
1.24E+06,4,9,1480,1200,2940
986000,4,9,1340,1040,2560
515000,3,7,860,200,1060
320000,4,8,1310,990,1160
310000,5,7,1090,920,1470
356700,4,7,730,360,990
775000,3,7,1510,810,1840
325000,3,6,1040,0,1140
208000,3,7,1810,0,1740
825000,4,6,1150,0,2440
515000,3,9,2360,0,2390
490000,4,8,1420,550,1940
675000,3,8,2690,0,2820
360000,5,7,1040,1040,1340
550000,5,7,1040,1040,1340
225000,3,7,1370,0,1400
500000,4,8,3410,0,2260
385000,4,8,1850,0,2110
837700,3,10,3010,0,2890
448000,3,7,1530,0,1560
730000,4,7,1420,1270,2600
575000,3,8,1490,1320,2240
430000,4,7,1240,570,1460
435000,3,7,1560,0,1600
241000,4,6,1010,0,1200
453500,4,6,600,400,2120
285000,3,7,990,0,1050
151000,4,5,720,0,860
1.57E+06,3,11,6070,0,4750
631000,3,7,2270,0,1320
285000,3,7,1140,240,1580
195000,4,6,840,420,1140
817500,4,9,2910,0,2720
550000,4,7,1810,0,1490
1.13E+06,4,9,3160,0,3000
609850,3,9,1910,0,1910
200000,3,6,1230,0,1525
367000,3,9,2960,0,2960
285167,3,8,2200,0,2200
275000,4,7,1270,0,1270
350900,3,9,2540,0,2410
660000,5,8,3030,0,2360
525000,4,7,1520,0,1760
262000,3,7,1560,0,1160
690000,4,7,970,0,1500
624000,3,9,3570,0,3160
353000,4,6,860,490,1130
552500,3,8,2290,1420,1720
224500,4,7,1430,0,1550
239000,3,6,940,0,1100
975000,3,10,4300,0,3950
1.20E+06,3,11,3990,0,5790
505000,3,7,1380,0,1690
302000,4,7,1010,1010,1650
170000,3,6,780,700,760
195000,4,5,1190,0,1730
272000,4,7,1560,990,1380
369000,4,7,1560,990,1380
332500,3,7,1500,0,1500
515000,4,8,1760,1240,2040
269000,3,7,1020,670,1820
1.28E+06,4,11,2430,1960,3090
303000,3,7,1560,0,1660
420000,3,8,1690,1250,1850
400000,3,7,990,140,1800
225000,5,6,1020,0,1420
219000,3,6,1310,0,1310
605000,3,9,2570,0,2490
625000,5,8,1010,1010,1250
380000,3,5,840,840,1380
620000,4,7,1770,0,1710
687500,3,10,3190,0,2850
225500,5,6,1440,0,1530
252500,5,7,1150,0,1980
510000,3,8,1860,0,1840
510000,3,8,2430,0,2260
725000,5,7,1940,0,1440
75000,3,3,670,0,1160
492000,3,7,880,0,1370
425000,4,7,1330,600,1470
1.96E+06,4,8,1560,1560,2630
298900,3,8,1830,0,1860
699000,4,10,3230,0,2990
310000,4,6,700,0,1560
350000,3,7,1010,0,1500
790000,3,7,1410,1050,2300
305000,3,8,2230,0,2230
315000,3,7,1570,0,1610
267500,5,7,2390,0,1140
1.75E+06,3,10,3020,440,3030
435000,3,8,1640,760,1940
482500,4,8,2940,0,2010
5.11E+06,3,12,5990,2020,3430
439995,4,7,1570,0,1860
460000,3,7,1180,340,2080
194000,4,7,1070,0,1190
290000,4,5,440,0,880
274700,5,7,1220,1220,1370
900000,5,8,1800,860,1510
1.15E+06,3,11,4460,0,3470
605000,3,9,2010,0,2350
359000,3,7,1450,0,1970
850000,3,7,1400,0,1810
505000,3,8,1500,0,1550
565000,3,9,2500,0,2790
585000,4,7,1000,280,1550
328000,3,7,2420,960,1920
749950,3,9,2210,700,2420
826000,3,9,3060,0,3240
535000,4,7,1330,0,1710
925000,4,10,3300,0,2880
875000,3,10,2500,750,1650
902000,5,9,1570,960,3030
423000,3,7,1830,0,1840
235000,4,6,1170,0,2080
545000,4,8,1680,1250,2234
343000,3,7,1230,0,1270
334950,3,8,1620,0,1900
405000,3,7,1160,600,1790
220000,3,7,1440,0,1440
173000,3,6,1050,690,960
655000,3,7,1270,0,1710
406000,3,6,880,0,890
632000,3,7,1370,1190,2360
357000,3,7,1140,400,1630
361000,3,7,1150,0,1200
277000,3,6,770,0,1160
630000,4,10,2500,2110,3050
254000,3,8,1850,0,2210
472800,3,8,1290,550,2110
263000,3,6,700,790,2180
510000,3,6,700,790,2180
179950,4,7,960,0,1250
525000,3,8,1160,420,2020
479000,3,8,1260,0,1340
651000,5,7,970,970,1730
949000,4,8,1240,1250,3210
392400,3,7,1890,630,1830
585000,4,7,920,840,1680
460000,3,7,4190,0,2480
470000,3,7,870,300,1240
245000,3,7,1600,0,1520
500000,4,8,1800,960,2490
455000,3,8,2090,0,2090
485500,3,7,2320,0,2620
1.88E+06,3,9,3150,960,3890
100000,3,7,770,0,1480
307000,3,7,1410,0,1550
475000,3,10,2660,1000,2780
330000,3,7,1190,990,2070
130000,4,7,1110,0,1440
320000,3,8,2280,0,2370
735000,3,9,2050,770,1390
365000,3,7,800,770,1340
234000,4,7,1200,0,1350
211000,3,7,1710,0,1710
680000,3,8,2400,600,1720
457000,3,8,2800,0,2800
349000,3,7,1640,0,1640
360000,3,7,1210,820,1910
350000,3,8,2530,0,2330
208000,5,6,990,0,1010
250275,4,6,790,0,1930
435000,4,6,790,0,1930
270000,3,6,1470,330,1440
438000,4,7,1650,0,2830
659000,3,8,1980,0,2300
645000,4,7,1310,1030,2020
685100,3,9,2790,0,2450
350000,3,7,1400,1400,2150
375000,3,6,1840,0,2550
170000,2,7,1350,0,2220
880000,3,9,3030,0,1080
410500,3,8,1980,0,1400
780000,3,10,3690,0,3600
1.23E+06,3,10,2932,800,2950
449000,3,8,1510,0,1510
546000,4,7,1110,890,1750
317000,5,7,1060,700,1680
276900,4,7,1270,0,1780
399000,3,8,1420,1200,1360
495000,4,8,1690,940,2440
258000,4,8,1330,940,2090
600000,4,7,1940,470,2460
265000,3,8,1120,0,1120
321000,4,7,1540,1490,1790
682000,4,7,1720,400,1960
295700,3,8,1720,0,2360
609000,3,9,2150,0,2450
995000,3,9,3720,660,2460
530000,4,8,2010,0,2190
614000,5,8,1870,1280,1550
390000,3,8,1770,730,2670
467000,3,7,1690,0,2120
484000,3,8,2060,1240,2060
340000,3,8,1240,0,1410
302495,3,8,2200,0,2250
532500,5,7,980,640,1400
441500,3,8,1780,640,2420
470000,4,7,1530,1150,1920
2.30E+06,3,9,4250,0,2830
590000,3,9,2400,0,2800
320000,3,8,1770,530,2030
363000,3,8,800,120,1150
747500,4,9,2350,0,2880
750000,3,8,2630,0,2305
831000,4,9,1610,560,1670
403000,3,7,1700,0,1970
445000,3,7,2470,0,2470
345000,4,7,1250,0,1410
2.26E+06,3,10,3110,0,3110
371025,3,7,1530,0,2040
355000,3,6,960,0,1350
270000,4,7,1240,0,2060
425000,4,7,2440,0,2280
364808,3,8,1620,700,1990
320000,3,8,1200,380,1710
325000,3,9,2963,0,2665
350000,3,8,2230,240,1970
170000,3,6,1370,0,1650
255000,4,6,960,0,1860
550000,3,7,880,250,2190
835000,3,12,4930,0,3620
420000,4,6,800,350,1220
925000,5,8,2190,0,1880
389250,3,7,930,560,1320
748000,3,8,1300,1300,1860
284000,3,7,1200,330,1680
588000,3,7,980,700,1680
372500,4,7,1680,0,1290
285000,4,7,1900,0,1690
360000,3,7,1570,0,1570
275000,4,7,1150,220,1460
428000,3,8,1350,0,1660
847000,3,8,3010,0,2560
316000,4,6,1010,0,1380
375000,3,8,2050,0,2050
533000,3,7,1170,500,1560
556000,3,11,3840,0,3270
225000,3,7,1200,1020,1300
537250,4,8,1640,950,2710
255000,4,7,1180,0,1460
530000,3,7,2950,0,2120
5.30E+06,4,12,5000,2390,4320
595000,3,9,2150,0,2650
548000,4,7,2100,0,1280
234975,3,7,1100,550,1280
600000,3,9,1430,190,1750
432000,4,7,1750,0,1550
455000,3,7,1380,0,1420
279950,3,7,1210,300,2080
267500,4,7,1600,0,1710
620000,3,8,1840,0,1890
110000,2,6,830,0,980
625000,4,8,1440,370,1480
389000,3,7,910,0,1260
1.20E+06,3,9,2120,0,2090
788500,4,8,2510,0,2510
567000,3,8,1600,500,2100
515000,3,8,1870,820,2690
605000,5,8,1590,840,2430
430000,3,7,2452,0,1180
805000,3,7,1550,0,2360
567500,3,8,2080,0,1530
647500,5,7,1290,0,2020
495000,4,7,1850,0,1500
825000,3,9,3370,0,3370
435000,4,8,2730,0,2390
445950,5,7,1300,0,1520
960000,3,10,3040,0,2860
780000,5,8,1480,960,1770
274500,4,8,1320,400,1930
729953,4,8,2000,1230,1509
464950,3,8,1030,170,1230
620000,3,8,2350,0,3050
735000,3,9,3100,0,3080
450000,3,8,1400,640,1890
450000,3,7,1250,750,1140
842500,4,9,2160,0,1720
360000,3,7,1070,900,1890
585000,3,8,2270,0,1277
461000,4,7,1150,700,1780
345000,3,7,920,430,1470
1.08E+06,3,10,1680,1600,1550
643000,3,8,2270,0,2420
690000,3,9,2820,0,2820
282000,3,7,1200,0,1350
549000,4,8,1120,880,2140
815000,4,9,1560,750,2000
2.20E+06,5,8,2860,1780,3140
700000,4,8,2330,0,2050
933399,3,9,3110,830,2720
290000,3,7,1440,0,2200
372000,5,7,1340,620,1500
450000,4,7,790,460,1500
303700,3,8,1981,0,1981
672000,4,9,2440,0,2820
334000,3,6,1150,0,1480
260000,3,6,1120,0,1270
749950,4,8,1000,800,1680
330000,4,8,2380,0,2030
830000,3,8,2140,780,1620
1.13E+06,3,8,2790,0,2720
320000,4,6,910,650,1200
260000,5,7,1550,0,1520
225000,5,6,970,730,1560
279200,3,5,640,0,1270
520000,3,8,2040,640,1530
505000,4,8,1860,0,1850
234000,4,7,1010,480,1490
503000,3,9,2470,0,2790
606000,4,8,1740,650,2240
433500,4,7,780,450,1570
250000,3,8,1510,1330,2210
719000,4,9,2120,0,2290
381000,4,8,1770,0,1900
267000,3,8,2495,0,2434
275000,5,7,880,290,1130
651000,3,8,2740,0,2260
439000,3,7,850,200,1850
325000,4,7,1130,0,860
490000,3,7,880,0,1340
519900,3,9,2403,0,2380
545000,3,9,3410,0,2580
1.06E+06,3,11,5320,0,4640
542000,4,7,950,950,1480
465000,4,7,1810,0,2700
408000,3,8,1200,0,1440
292000,3,8,2060,0,2242
253000,3,7,1250,0,1980
280000,5,6,910,0,890
658588,3,10,2560,0,3040
635000,4,8,1200,720,2250
439000,3,8,2240,0,2340
300000,3,8,1260,0,1310
345000,4,8,1360,0,1900
283500,3,8,2100,0,2190
425000,3,7,1460,650,1390
685000,3,8,1560,650,2210
750000,3,8,2360,0,2480
245000,3,6,1280,0,1420
585444,3,7,1640,1100,1940
706000,3,9,2740,0,2880
445000,3,7,1830,800,1430
241000,3,7,1650,0,1870
1.18E+06,3,8,1770,0,2410
530000,4,7,1050,450,1500
350000,3,7,1130,300,1490
1.70E+06,3,10,3190,0,2290
389000,3,7,1280,0,1300
799000,4,7,2140,250,1980
1.40E+06,4,9,2020,2020,3160
340895,5,7,920,0,1500
780000,3,9,2730,0,2750
350000,3,7,1320,0,1320
470000,3,7,2620,0,2360
914600,3,11,3180,0,3180
354000,3,8,2900,0,2900
470000,4,6,1900,0,2110
715000,5,7,1160,600,1640
265000,4,6,760,0,1640
2.54E+06,5,10,2760,950,3970
640000,3,7,1530,0,1500
290000,4,7,1870,120,1710
480000,3,8,2130,1700,2750
535000,5,7,1120,920,2120
907000,5,8,2170,0,1980
459000,4,7,1090,530,1380
1.36E+06,3,9,2310,1290,2830
264950,3,7,1070,400,1580
352950,1,6,1760,0,1320
491500,4,8,1510,720,2010
1.23E+06,3,10,2830,940,3200
369500,4,7,1200,0,1330
566000,3,9,2090,0,2520
290000,4,7,1210,290,1480
5.35E+06,3,12,6720,1280,4600
180000,3,6,870,0,840
215000,4,6,1010,0,1610
302000,4,6,1010,0,1610
352500,3,7,1160,700,1490
235867,4,5,1330,0,1150
500000,3,8,1760,0,2080
382000,3,7,1800,0,1760
515000,3,7,990,700,1200
250000,3,6,660,0,1560
672500,4,7,1250,1150,1540
755000,3,9,3020,0,2480
707500,3,7,1500,0,1820
459000,4,6,960,600,1560
140000,3,7,1090,0,1380
495000,3,7,970,0,2050
757000,3,9,3190,0,2950
765000,3,9,3190,0,2950
359000,4,7,1890,0,1510
440000,3,6,1050,0,1380
400000,3,7,1140,250,1630
652000,4,7,850,850,1480
260000,3,7,1050,0,1220
1.33E+06,3,9,2120,1220,3290
519500,3,6,1540,0,1390
650000,4,7,1560,150,1240
280000,3,8,2100,0,2100
515000,4,8,1730,0,2080
400000,3,7,1500,0,1470
652100,3,9,2380,0,2670
235000,3,7,2180,0,2214
701000,3,8,1840,0,1830
640000,3,9,2341,0,2850
455800,3,7,1690,0,1600
504750,3,8,2490,0,2450
483000,3,9,2440,0,2440
530000,5,6,920,0,1162
250000,3,6,1030,0,1480
229950,3,7,1260,740,1960
884744,3,9,4210,0,3950
514000,3,7,1080,530,1610
532000,4,8,1430,480,2340
423000,3,8,2660,0,2380
420000,5,6,820,0,1410
521000,3,8,1730,0,2180
577000,3,8,2360,0,2360
425000,3,7,970,0,1250
495000,3,8,2460,0,2900
340000,3,9,2690,0,2570
499950,3,8,1430,390,1550
1.22E+06,3,9,2370,1100,2420
720000,5,8,2110,1260,2460
249000,3,7,1010,690,1440
206135,4,7,1340,0,1650
300000,4,7,2000,0,1240
612000,3,8,2460,1380,2170
1.10E+06,3,10,3890,0,3160
230000,4,7,1220,0,1160
850000,3,8,1250,1030,1910
355000,4,7,1940,830,2140
442000,3,9,2520,0,2570
399000,3,8,3060,0,3060
360000,3,9,2390,0,2600
390000,3,8,1320,0,2020
413000,3,8,1650,1250,2340
190000,3,6,700,0,1020
432900,3,8,2210,0,2430
621138,3,9,2180,0,2300
270000,3,7,1550,530,2080
610000,3,8,1490,600,2910
500000,5,7,960,760,1760
715000,5,8,2460,0,2250
264000,4,7,1470,0,1760
550000,3,8,1650,0,1500
337000,3,8,1690,0,2090
170000,4,6,970,0,1280
405000,4,7,1130,900,1940
775000,3,10,2540,0,2790
425000,4,7,1200,370,1700
713000,4,8,1720,860,2240
555000,3,8,1420,670,2490
810000,3,9,3260,0,3010
1.25E+06,4,11,3830,0,5600
819000,5,8,1530,600,2040
409900,3,8,1410,280,1690
935000,5,9,1780,0,2320
657500,4,7,1380,240,2170
900000,3,9,3280,930,3820
932800,3,9,2980,0,1670
391000,4,8,1490,0,2190
420000,3,8,2110,0,1650
1.30E+06,3,10,5153,1410,2610
415000,5,8,1510,0,1560
350000,3,8,1590,240,1670
375000,4,7,830,400,1660
860000,5,8,1300,880,3540
495000,4,8,1110,1110,2220
250000,3,7,1730,0,1550
365000,4,8,1990,0,2400
503000,5,7,1210,330,1540
150000,4,6,1100,0,1390
450000,4,7,820,820,1420
355000,3,8,2590,0,2550
245000,4,7,1450,0,1910
265900,4,7,1180,0,1720
299000,3,7,1220,600,1840
957500,4,10,2360,0,2850
343000,4,7,1120,0,1340
307500,3,7,1646,0,1975
937500,3,10,4210,0,3950
610000,4,8,1620,860,1260
720000,3,8,1310,280,2080
610000,5,7,1650,480,1330
434500,4,7,1650,0,1560
602500,4,10,2250,840,1860
607010,3,8,1700,480,2180
610000,3,7,1040,760,1320
828500,3,10,3720,0,3720
199990,3,6,1100,0,1120
294000,3,7,1530,0,1480
789500,3,9,3010,0,2890
797000,3,10,3500,0,3510
539950,3,7,3100,0,2460
284950,4,7,1170,830,1940
776500,3,7,1510,780,1900
525000,3,7,1510,890,2030
303000,3,8,1850,0,2400
722080,3,9,2340,1340,2280
140000,3,7,1060,0,1320
235000,3,7,1060,0,1320
440000,3,7,1610,0,1200
605000,4,7,1630,700,1600
380000,3,8,1060,150,1380
352000,3,7,980,550,1100
420000,4,7,1360,910,2500
1.18E+06,4,10,2590,0,2530
1.38E+06,4,8,1850,0,3030
300000,4,6,1500,0,1270
1.15E+06,3,11,4740,0,4800
453500,5,7,1160,550,1530
443500,4,8,1920,0,2220
332000,3,7,1150,0,1300
655000,3,8,2320,0,2250
475000,3,7,1420,0,1420
372500,3,7,1210,340,1630
1.05E+06,3,8,1470,1450,3210
500000,5,7,830,790,1580
900000,4,9,2300,0,2720
327500,3,7,1070,0,1390
390000,3,7,1790,0,1660
451101,4,8,1510,0,1510
455000,3,7,1340,0,1900
650000,3,10,3350,0,3350
895000,4,10,1910,590,2480
800000,2,7,1510,840,2350
703770,3,9,2550,0,2550
249950,4,7,1320,0,1680
512000,4,6,610,660,1370
780000,4,8,1980,1500,2610
336000,3,8,2820,0,2290
285000,5,6,1220,890,1350
229900,3,7,1100,0,1700
667500,4,8,1540,380,1660
378000,3,7,1230,660,1390
454000,3,8,1530,1000,1730
537500,3,7,2550,0,2550
425000,4,6,1550,0,1590
290000,3,7,1760,0,2590
349500,3,7,1270,0,1660
370000,3,7,830,420,1520
549500,4,8,1620,0,2040
245000,3,6,710,0,740
208000,3,7,1070,0,1480
248000,4,8,1160,1160,1970
610000,5,9,5450,0,2800
550000,3,8,1670,0,1910
750000,3,10,3010,0,1580
192000,3,6,1340,0,1980
169317,3,7,790,0,1700
1.20E+06,3,10,2790,610,2030
880000,4,7,1530,0,2640
210000,3,6,930,0,1300
180500,3,7,1010,530,1600
540000,3,9,1990,0,2310
520000,3,9,2300,0,2600
177500,3,7,1220,0,1660
415000,4,8,1190,1190,2350
495000,5,7,1010,1010,1620
325000,3,8,1890,0,1580
440000,3,7,1330,0,1470
411000,4,7,1190,300,1840
810000,3,9,2550,1000,2030
561750,4,7,1020,1020,1950
835100,4,9,2380,0,2900
450000,3,8,1450,330,1950
238000,3,7,1650,0,1460
299000,3,7,1510,0,1330
570000,4,7,1100,0,1250
340000,4,8,2190,0,3110
450000,3,6,1040,720,1380
272750,3,7,1330,470,1780
520000,4,6,1860,140,1600
284950,5,7,990,0,1460
255000,3,7,1480,0,1990
231500,5,7,1200,0,1200
415000,3,8,3000,0,2330
330000,3,7,3504,0,2790
365000,3,7,1300,0,2040
425000,3,7,1330,0,1770
400000,4,7,1120,730,1610
335000,3,9,2240,0,2240
342000,3,7,1040,220,1780
490000,3,8,1880,920,1800
331500,4,7,1820,0,1440
960000,3,8,1730,0,2340
720500,4,9,3350,0,2620
830000,4,8,2840,530,1500
662990,5,7,1240,0,1660
220000,4,6,2340,0,990
349950,3,7,940,940,1350
550000,3,7,1010,800,1810
396000,4,6,1200,1140,860
635000,3,7,2820,0,1470
293000,3,7,1020,0,1440
339000,4,7,1290,800,1820
285000,4,7,1830,0,1870
775000,3,7,2480,500,1470
224000,4,7,1600,0,1540
2.25E+06,5,10,3140,1300,3990
165050,3,7,1200,0,1210
275000,4,7,1230,0,1310
445000,3,7,1750,1180,1400
510000,3,8,1930,440,2900
1.23E+06,3,9,3040,0,2320
390000,3,7,1060,550,1540
460000,3,8,1390,960,2250
700000,4,8,2000,0,2620
874150,3,10,2570,960,3170
470000,3,8,2220,0,2420
374000,4,6,2000,0,1440
510000,5,7,1210,0,2020
467000,3,8,1140,0,1220
576000,3,8,2440,0,2480
196440,3,6,1560,0,1120
825000,3,10,3210,0,3330
281000,3,7,930,0,1370
326000,3,7,1782,0,1550
340000,4,7,1740,0,1576
440000,3,9,1890,1800,2680
749000,3,9,2930,0,2930
340000,3,7,1230,0,1490
561000,3,7,2000,0,1840
270000,3,7,1160,360,1530
600000,4,7,1040,0,2250
219900,3,6,1120,0,1150
617000,3,8,3020,0,1890
469000,3,8,1820,0,1850
229000,3,7,1370,0,1768
1.27E+06,5,9,2290,840,2920
365000,3,7,1290,350,1640
429000,3,9,2650,0,2730
550000,3,9,2850,0,2820
453000,4,7,1220,600,1870
187500,4,7,1180,0,1180
520500,5,7,1640,240,1510
300000,4,7,1280,0,1680
799000,3,9,2370,750,2520
338000,3,8,2470,0,2500
800000,4,8,1700,0,1610
360000,4,6,590,590,1350
442500,3,7,1400,1400,2290
700000,4,6,1300,0,2560
830000,5,9,1970,1070,3180
360400,3,8,1630,0,1700
345000,5,7,1340,0,1310
300000,4,7,1430,400,1320
350000,5,7,1240,0,1810
368000,3,7,1540,960,1960
264000,4,8,1760,0,2000
435000,3,9,2210,450,2660
200000,3,6,2060,0,2190
620000,5,8,1760,780,2000
1.68E+06,3,10,3720,1110,2180
337000,4,7,700,700,1030
1.93E+06,4,11,4280,0,3420
544500,5,7,1450,780,1960
252000,1,6,680,0,1010
445000,3,8,2340,0,1730
379500,3,7,2070,0,1550
189950,4,6,910,1000,1060
469000,5,6,950,0,2130
600000,5,7,1510,1400,3210
785000,3,9,2930,0,3720
372000,4,8,2610,0,2390
445000,3,7,3880,0,2160
508000,4,8,2000,1320,3230
780000,3,8,1940,0,1750
541100,3,9,2510,0,2440
729000,3,9,2660,0,3010
397000,5,7,1710,0,1700
451555,3,6,1320,0,1420
300000,3,6,960,0,1160
416000,5,7,1190,600,1790
490000,3,6,810,140,1510
480000,3,7,2940,0,1530
368000,3,7,670,260,1780
1.04E+06,3,12,4570,0,3860
545000,4,8,1570,800,2120
850000,3,10,3430,0,3430
550000,3,10,3540,0,3310
600000,3,9,2240,0,2240
535000,3,8,1700,1010,2390
599950,3,8,2660,0,1840
531000,4,8,1540,1000,2510
530000,4,8,2210,0,1960
597326,3,10,2860,710,2230
805000,3,9,3450,0,2820
390000,4,8,2330,0,2180
487250,3,7,1550,140,1620
301000,4,7,1030,0,1750
1.18E+06,3,8,2220,340,2740
299000,3,7,1950,0,1170
2.35E+06,4,10,3670,700,2980
400000,3,7,2350,0,1120
467500,4,7,1880,1280,2070
305000,3,8,2430,0,2260
210000,3,5,1340,0,1800
300000,3,6,1010,0,1180
327500,3,8,1330,440,1910
269000,3,7,1210,0,1210
975000,3,9,1750,1580,3340
355000,4,7,1060,180,1429
712000,4,7,1150,100,1900
883000,3,10,2960,0,3900
190000,3,6,840,0,1010
443000,3,7,1200,330,1530
920000,3,10,3750,0,2930
285000,4,7,1240,910,2050
901000,3,7,1560,0,1370
552500,3,7,1410,630,1360
256000,3,6,860,0,1220
341000,4,7,1720,0,1590
279000,3,7,2090,0,1890
686000,4,8,2130,0,3380
225000,4,6,1300,0,820
215500,3,6,1220,0,1510
950000,3,7,1520,900,1090
503000,3,9,1870,1070,2940
780000,3,9,2610,0,2610
212000,5,6,980,900,1670
580000,3,7,1710,620,2060
465000,3,7,2060,140,1660
